country,state,city,ibgeID,deaths,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases
Brazil,SP,Boituva,3507001,1,20,1.63942,32.78850,0.05000
Brazil,PE,Bom Conselho,2602100,1,3,2.05956,6.17869,0.33333
Brazil,MG,Bom Despacho,3107406,0,2,0.00000,3.95218,0.00000
Brazil,MA,Bom Jardim,2102002,0,3,0.00000,7.20634,0.00000
Brazil,PE,Bom Jardim,2602209,5,13,12.76031,33.17681,0.38462
Brazil,RJ,Bom Jardim,3300506,2,9,7.28704,32.79166,0.22222
Brazil,BA,Bom Jesus da Lapa,2903904,0,0,0.00000,0.00000,0.00000
Brazil,MA,Bom Jesus das Selvas,2102036,0,2,0.00000,5.87751,0.00000
Brazil,GO,Bom Jesus de Goiás,5203500,0,3,0.00000,11.89721,0.00000
Brazil,RJ,Bom Jesus do Itabapoana,3300605,1,18,2.69571,48.52275,0.05556
Brazil,ES,Bom Jesus do Norte,3201100,0,12,0.00000,120.77295,0.00000
Brazil,PA,Bom Jesus do Tocantins,1501576,0,4,0.00000,23.55574,0.00000
Brazil,SP,Bom Jesus dos Perdões,3507100,0,3,0.00000,11.78875,0.00000
Brazil,PB,Bom Jesus,2502201,0,1,0.00000,39.04725,0.00000
Brazil,PI,Bom Jesus,2201903,0,9,0.00000,35.74407,0.00000
Brazil,RN,Bom Jesus,2401701,0,1,0.00000,9.79432,0.00000
Brazil,RS,Bom Jesus,4302303,0,1,0.00000,8.81135,0.00000
Brazil,MA,Bom Lugar,2102077,0,1,0.00000,6.13723,0.00000
Brazil,PI,Bom Princípio do Piauí,2201919,1,1,17.76199,17.76199,1.00000
Brazil,RS,Bom Princípio,4302352,0,4,0.00000,28.45962,0.00000
Brazil,MG,Bom Repouso,3107901,0,3,0.00000,28.44411,0.00000
Brazil,RS,Bom Retiro do Sul,4302402,0,13,0.00000,105.45101,0.00000
Brazil,SC,Bombinhas,4202453,0,1,0.00000,5.05842,0.00000
Brazil,PI,Bonfim do Piauí,2201929,0,1,0.00000,17.63668,0.00000
Brazil,MG,Bonfim,3108107,1,1,14.56028,14.56028,1.00000
Brazil,RR,Bonfim,1400159,0,17,0.00000,136.99734,0.00000
Brazil,MS,Bonito,5002209,0,2,0.00000,9.10084,0.00000
Brazil,PA,Bonito,1501600,0,16,0.00000,98.24389,0.00000
Brazil,PE,Bonito,2602308,3,7,7.86700,18.35632,0.42857
Brazil,PB,Boqueirão,2502508,1,1,5.61672,5.61672,1.00000
Brazil,SE,Boquim,2800670,0,4,0.00000,14.91647,0.00000
Brazil,AM,Borba,1300805,1,24,2.42948,58.30762,0.04167
Brazil,PB,Borborema,2502706,0,1,0.00000,19.00057,0.00000
Brazil,SP,Borborema,3507407,0,1,0.00000,6.23208,0.00000
Brazil,MG,Borda da Mata,3108305,0,2,0.00000,10.30291,0.00000
Brazil,SP,Borebi,3507456,0,3,0.00000,113.07953,0.00000
Brazil,MG,Botelhos,3108404,0,4,0.00000,26.71832,0.00000
Brazil,SP,Botucatu,3507506,5,101,3.41304,68.94339,0.04950
Brazil,SC,Botuverá,4202701,0,5,0.00000,95.31071,0.00000
Brazil,SP,Bragança Paulista,3507605,10,101,5.92881,59.88095,0.09901
Brazil,PA,Bragança,1501709,10,109,7.83171,85.36566,0.09174
Brazil,AL,Branquinha,2701100,0,1,0.00000,9.52925,0.00000
Brazil,PA,Brasil Novo,1501725,0,1,0.00000,6.62866,0.00000
Brazil,MS,Brasilândia,5002308,0,11,0.00000,92.65499,0.00000
Brazil,AC,Brasiléia,1200104,0,1,0.00000,3.80546,0.00000
Brazil,MG,Brasília de Minas,3108602,0,5,0.00000,15.45738,0.00000
Brazil,DF,Brasília,5300108,42,2682,1.39291,88.94732,0.01566
Brazil,MG,Brazópolis,3108909,0,4,0.00000,27.66443,0.00000
Brazil,SC,Braço do Norte,4202800,2,100,5.97907,298.95366,0.02000
Brazil,ES,Brejetuba,3201159,0,2,0.00000,16.12383,0.00000
Brazil,RN,Brejinho,2401800,0,1,0.00000,7.87464,0.00000
Brazil,SP,Brejo Alegre,3507753,0,1,0.00000,34.90401,0.00000
Brazil,CE,Brejo Santo,2302503,0,10,0.00000,20.21141,0.00000
Brazil,PE,Brejo da Madre de Deus,2602605,0,1,0.00000,1.97075,0.00000
Brazil,PB,Brejo do Cruz,2502805,1,1,7.08115,7.08115,1.00000
Brazil,MA,Brejo,2102101,0,8,0.00000,21.97983,0.00000
Brazil,PA,Breu Branco,1501782,0,1,0.00000,1.51410,0.00000
Brazil,PA,Breves,1501808,32,196,31.15841,190.84527,0.16327
Brazil,GO,Britânia,5203807,0,2,0.00000,34.60806,0.00000
Brazil,SP,Brodowski,3507803,0,11,0.00000,44.10762,0.00000
Brazil,MG,Brumadinho,3109006,0,9,0.00000,22.44221,0.00000
Brazil,BA,Brumado,2904605,0,8,0.00000,11.90565,0.00000
Brazil,SC,Brusque,4202909,0,60,0.00000,44.53583,0.00000
Brazil,MG,Bueno Brandão,3109105,1,1,9.09008,9.09008,1.00000
Brazil,PE,Buenos Aires,2602704,1,3,7.60167,22.80502,0.33333
Brazil,BA,Buerarema,2904704,3,19,16.34966,103.54788,0.15789
Brazil,AC,Bujari,1200138,0,4,0.00000,38.96357,0.00000
Brazil,PA,Bujaru,1501907,3,34,10.29795,116.71015,0.08824
Brazil,SP,Buritama,3508108,0,7,0.00000,40.83061,0.00000
Brazil,MA,Buriti Bravo,2102309,0,2,0.00000,8.37381,0.00000
Brazil,PI,Buriti dos Lopes,2202000,1,2,5.05536,10.11071,0.50000
Brazil,MA,Buriti,2102200,0,10,0.00000,34.86994,0.00000
Brazil,MA,Buriticupu,2102325,0,24,0.00000,33.16841,0.00000
Brazil,MA,Buritirana,2102358,0,5,0.00000,32.40441,0.00000
Brazil,RO,Buritis,1100452,0,3,0.00000,7.56544,0.00000
Brazil,RS,Butiá,4302709,0,1,0.00000,4.77532,0.00000
Brazil,PE,Buíque,2602803,0,2,0.00000,3.42595,0.00000
Brazil,AC,CASO SEM LOCALIZAÇÃO DEFINIDA,12,1,112,0.11339,12.69935,0.00893
Brazil,AL,CASO SEM LOCALIZAÇÃO DEFINIDA,27,14,99,0.41949,2.96642,0.14141
Brazil,AP,CASO SEM LOCALIZAÇÃO DEFINIDA,16,0,0,0.00000,0.00000,0.00000
Brazil,BA,CASO SEM LOCALIZAÇÃO DEFINIDA,29,8,625,0.05379,4.20223,0.01280
Brazil,CE,CASO SEM LOCALIZAÇÃO DEFINIDA,23,0,264,0.00000,2.89091,0.00000
Brazil,ES,CASO SEM LOCALIZAÇÃO DEFINIDA,32,10,356,0.24884,8.85870,0.02809
Brazil,GO,CASO SEM LOCALIZAÇÃO DEFINIDA,52,0,40,0.00000,0.56993,0.00000
Brazil,MG,CASO SEM LOCALIZAÇÃO DEFINIDA,31,0,139,0.00000,0.65663,0.00000
Brazil,MS,CASO SEM LOCALIZAÇÃO DEFINIDA,50,0,16,0.00000,0.57575,0.00000
Brazil,MT,CASO SEM LOCALIZAÇÃO DEFINIDA,51,1,14,0.02870,0.40178,0.07143
Brazil,PA,CASO SEM LOCALIZAÇÃO DEFINIDA,15,0,215,0.00000,2.49917,0.00000
Brazil,PE,CASO SEM LOCALIZAÇÃO DEFINIDA,26,78,827,0.81615,8.65328,0.09432
Brazil,PR,CASO SEM LOCALIZAÇÃO DEFINIDA,41,3,50,0.02624,0.43729,0.06000
Brazil,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA,33,0,4,0.00000,0.02317,0.00000
Brazil,RN,CASO SEM LOCALIZAÇÃO DEFINIDA,24,3,19,0.08555,0.54180,0.15789
Brazil,RO,CASO SEM LOCALIZAÇÃO DEFINIDA,11,2,39,0.11253,2.19443,0.05128
Brazil,RR,CASO SEM LOCALIZAÇÃO DEFINIDA,14,0,16,0.00000,2.64131,0.00000
Brazil,SC,CASO SEM LOCALIZAÇÃO DEFINIDA,42,0,27,0.00000,0.37684,0.00000
Brazil,SP,CASO SEM LOCALIZAÇÃO DEFINIDA,35,0,694,0.00000,1.51136,0.00000
Brazil,TO,CASO SEM LOCALIZAÇÃO DEFINIDA,17,0,59,0.00000,3.75111,0.00000
Brazil,AM,Caapiranga,1300839,0,10,0.00000,76.44675,0.00000
Brazil,PB,Caaporã,2503001,0,40,0.00000,183.25087,0.00000
Brazil,PB,Cabedelo,2503209,6,89,8.85792,131.39246,0.06742
Brazil,RO,Cabixi,1100031,0,0,0.00000,0.00000,0.00000
Brazil,RJ,Cabo Frio,3300704,5,103,2.20726,45.46959,0.04854
Brazil,PE,Cabo de Santo Agostinho,2602902,37,209,17.87025,100.94278,0.17703
Brazil,SP,Cabreúva,3508405,0,7,0.00000,14.08252,0.00000
Brazil,PE,Cabrobó,2603009,0,1,0.00000,2.92218,0.00000
Brazil,MA,Cachoeira Grande,2102374,2,5,21.20666,53.01665,0.40000
Brazil,SP,Cachoeira Paulista,3508603,0,5,0.00000,15.00285,0.00000
Brazil,PA,Cachoeira do Arari,1502004,3,16,12.62254,67.32023,0.18750
Brazil,PA,Cachoeira do Piriá,1501956,0,1,0.00000,2.94985,0.00000
Brazil,RS,Cachoeira do Sul,4303004,0,6,0.00000,7.29918,0.00000
Brazil,BA,Cachoeira,2904902,0,3,0.00000,8.96325,0.00000
Brazil,RJ,Cachoeiras de Macacu,3300803,3,22,5.09018,37.32799,0.13636
Brazil,PE,Cachoeirinha,2603108,0,8,0.00000,39.25417,0.00000
Brazil,RS,Cachoeirinha,4303103,0,24,0.00000,18.42002,0.00000
Brazil,ES,Cachoeiro de Itapemirim,3201209,0,32,0.00000,15.31306,0.00000
Brazil,AL,Cacimbinhas,2701209,1,1,9.20980,9.20980,1.00000
Brazil,RO,Cacoal,1100049,0,6,0.00000,7.02914,0.00000
Brazil,SP,Caconde,3508702,0,1,0.00000,5.26732,0.00000
Brazil,BA,Caetanos,2905156,0,2,0.00000,13.75327,0.00000
Brazil,MG,Caetanópolis,3109907,0,2,0.00000,17.20578,0.00000
Brazil,MG,Caeté,3110004,0,4,0.00000,8.94494,0.00000
Brazil,PE,Caetés,2603207,0,8,0.00000,27.83674,0.00000
Brazil,SP,Caiabu,3508900,1,1,23.86065,23.86065,1.00000
Brazil,RN,Caicó,2402006,0,3,0.00000,4.41488,0.00000
Brazil,SP,Caieiras,3509007,15,149,14.78269,146.84143,0.10067
Brazil,PB,Caiçara,2503605,0,2,0.00000,27.77392,0.00000
Brazil,SP,Cajamar,3509205,11,95,14.32273,123.69631,0.11579
Brazil,MA,Cajapió,2102408,0,1,0.00000,8.94694,0.00000
Brazil,MA,Cajari,2102507,0,6,0.00000,30.96135,0.00000
Brazil,SP,Cajati,3509254,0,7,0.00000,24.51925,0.00000
Brazil,PB,Cajazeiras,2503704,1,18,1.61309,29.03554,0.05556
Brazil,PB,Cajazeirinhas,2503753,0,1,0.00000,31.31851,0.00000
Brazil,SP,Cajobi,3509304,0,2,0.00000,18.97173,0.00000
Brazil,SP,Cajuru,3509403,0,3,0.00000,11.46482,0.00000
Brazil,GO,Caldas Novas,5204508,0,2,0.00000,2.19390,0.00000
Brazil,MG,Caldas,3110301,0,2,0.00000,13.81215,0.00000
Brazil,BA,Caldeirão Grande,2905503,0,2,0.00000,15.00713,0.00000
Brazil,AP,Calçoene,1600204,0,4,0.00000,35.98093,0.00000
Brazil,BA,Camacan,2905602,0,7,0.00000,21.88321,0.00000
Brazil,BA,Camamu,2905800,0,2,0.00000,5.66316,0.00000
Brazil,MG,Camanducaia,3110509,0,8,0.00000,36.74782,0.00000
Brazil,RS,Camaquã,4303509,0,1,0.00000,1.50918,0.00000
Brazil,PE,Camaragibe,2603454,28,404,17.74083,255.97486,0.06931
Brazil,BA,Camaçari,2905701,3,68,1.00290,22.73244,0.04412
Brazil,SC,Camboriú,4203204,3,74,3.61494,89.16844,0.04054
Brazil,MG,Cambuquira,3110707,0,2,0.00000,15.60793,0.00000
Brazil,MG,Cambuí,3110608,0,19,0.00000,64.29562,0.00000
Brazil,PR,Cambé,4103701,1,10,0.93868,9.38676,0.10000
Brazil,PA,Cametá,1502103,14,172,10.15302,124.73711,0.08140
Brazil,PE,Camocim de São Félix,2603504,0,5,0.00000,26.64535,0.00000
Brazil,CE,Camocim,2302602,0,17,0.00000,26.70395,0.00000
Brazil,RS,Campestre da Serra,4303673,0,1,0.00000,29.51594,0.00000
Brazil,GO,Campestre de Goiás,5204607,0,1,0.00000,27.54821,0.00000
Brazil,AL,Campestre,2701357,0,1,0.00000,14.41753,0.00000
Brazil,PR,Campina Grande do Sul,4104006,1,11,2.31011,25.41120,0.09091
Brazil,PB,Campina Grande,2504009,3,108,0.73219,26.35876,0.02778
Brazil,PR,Campina da Lagoa,4103909,1,1,7.04126,7.04126,1.00000
Brazil,RS,Campinas do Sul,4303806,0,3,0.00000,55.00550,0.00000
Brazil,SP,Campinas,3509502,25,609,2.07629,50.57833,0.04105
Brazil,GO,Campinorte,5204706,0,1,0.00000,7.92016,0.00000
Brazil,BA,Campo Alegre de Lourdes,2905909,0,4,0.00000,13.88985,0.00000
Brazil,AL,Campo Alegre,2701407,1,3,1.75245,5.25735,0.33333
Brazil,SC,Campo Alegre,4203303,0,0,0.00000,0.00000,0.00000
Brazil,MG,Campo Belo,3111200,0,4,0.00000,7.40343,0.00000
Brazil,RS,Campo Bom,4303905,0,4,0.00000,5.99592,0.00000
Brazil,SC,Campo Erê,4203501,0,1,0.00000,11.72883,0.00000
Brazil,BA,Campo Formoso,2906006,0,1,0.00000,1.40438,0.00000
Brazil,AL,Campo Grande,2701506,0,1,0.00000,10.46244,0.00000
Brazil,MS,Campo Grande,5002704,4,152,0.44644,16.96463,0.02632
Brazil,PR,Campo Largo,4104204,2,23,1.51513,17.42398,0.08696
Brazil,SP,Campo Limpo Paulista,3509601,3,26,3.54400,30.71471,0.11538
Brazil,PR,Campo Magro,4104253,0,2,0.00000,6.82175,0.00000
Brazil,PI,Campo Maior,2202208,0,21,0.00000,44.84018,0.00000
Brazil,PR,Campo Mourão,4104303,4,43,4.21678,45.33044,0.09302
Brazil,RO,Campo Novo de Rondônia,1100700,1,1,7.07264,7.07264,1.00000
Brazil,MT,Campo Novo do Parecis,5102637,0,1,0.00000,2.82805,0.00000
Brazil,RN,Campo Redondo,2402105,0,2,0.00000,17.83008,0.00000
Brazil,SE,Campo do Brito,2801009,0,1,0.00000,5.52212,0.00000
Brazil,PR,Campo do Tenente,4104105,0,1,0.00000,12.54548,0.00000
Brazil,MG,Campos Altos,3111507,0,1,0.00000,6.46789,0.00000
Brazil,GO,Campos Belos,5204904,1,9,5.02841,45.25569,0.11111
Brazil,MG,Campos Gerais,3111606,0,2,0.00000,6.95072,0.00000
Brazil,CE,Campos Sales,2302701,0,5,0.00000,18.23088,0.00000
Brazil,SP,Campos do Jordão,3509700,0,4,0.00000,7.67931,0.00000
Brazil,RJ,Campos dos Goytacazes,3301009,4,158,0.78810,31.13006,0.02532
Brazil,PE,Camutanga,2603603,1,1,11.69454,11.69454,1.00000
Brazil,MG,Cana Verde,3111903,0,4,0.00000,71.39033,0.00000
Brazil,SP,Cananéia,3509908,2,11,15.94896,87.71930,0.18182
Brazil,AL,Canapi,2701605,0,1,0.00000,5.64270,0.00000
Brazil,BA,Canarana,2906204,0,2,0.00000,7.64059,0.00000
Brazil,MT,Canarana,5102702,0,2,0.00000,9.26827,0.00000
Brazil,SP,Canas,3509957,0,1,0.00000,19.46283,0.00000
Brazil,BA,Canavieiras,2906303,0,17,0.00000,54.66414,0.00000
Brazil,PA,Canaã dos Carajás,1502152,2,15,5.39302,40.44762,0.13333
Brazil,RO,Candeias do Jamari,1100809,0,9,0.00000,33.71670,0.00000
Brazil,BA,Candeias,2906501,0,27,0.00000,31.00740,0.00000
Brazil,RS,Candelária,4304200,0,3,0.00000,9.56480,0.00000
Brazil,RS,Candiota,4304358,0,1,0.00000,10.43406,0.00000
Brazil,SC,Canelinha,4203709,0,1,0.00000,8.16993,0.00000
Brazil,RN,Canguaretama,2402204,5,28,14.58747,81.68981,0.17857
Brazil,RS,Canguçu,4304507,0,2,0.00000,3.56856,0.00000
Brazil,SE,Canindé de São Francisco,2801207,0,2,0.00000,6.68896,0.00000
Brazil,CE,Canindé,2302800,0,100,0.00000,129.87519,0.00000
Brazil,RS,Canoas,4304606,2,38,0.57701,10.96314,0.05263
Brazil,SC,Canoinhas,4203808,0,2,0.00000,3.67640,0.00000
Brazil,BA,Cansanção,2906808,0,1,0.00000,2.87076,0.00000
Brazil,RJ,Cantagalo,3301108,0,2,0.00000,9.91473,0.00000
Brazil,MA,Cantanhede,2102705,0,9,0.00000,40.91839,0.00000
Brazil,PI,Canto do Buriti,2202307,1,2,4.71988,9.43975,0.50000
Brazil,RR,Cantá,1400175,0,19,0.00000,103.62694,0.00000
Brazil,RS,Canudos do Vale,4304614,0,3,0.00000,174.82517,0.00000
Brazil,AM,Canutama,1300904,0,22,0.00000,140.76396,0.00000
Brazil,PA,Capanema,1502202,7,72,10.14096,104.30701,0.09722
Brazil,SP,Capela do Alto,3510302,0,5,0.00000,24.14759,0.00000
Brazil,AL,Capela,2701704,0,2,0.00000,11.72814,0.00000
Brazil,SE,Capela,2801306,0,4,0.00000,11.69146,0.00000
Brazil,MG,Capelinha,3112307,0,1,0.00000,2.64662,0.00000
Brazil,BA,Capim Grosso,2906873,3,3,9.78410,9.78410,1.00000
Brazil,PB,Capim,2504033,0,1,0.00000,15.33037,0.00000
Brazil,MA,Capinzal do Norte,2102754,0,2,0.00000,18.29157,0.00000
Brazil,MG,Capinópolis,3112604,0,1,0.00000,6.18314,0.00000
Brazil,CE,Capistrano,2302909,2,11,11.27523,62.01376,0.18182
Brazil,PA,Capitão Poço,1502301,2,32,3.68304,58.92860,0.06250
Brazil,MG,Capitólio,3112802,1,1,11.58480,11.58480,1.00000
Brazil,SC,Capivari de Baixo,4203956,0,15,0.00000,60.31121,0.00000
Brazil,AC,Capixaba,1200179,0,1,0.00000,8.52297,0.00000
Brazil,PE,Capoeiras,2603801,1,3,4.98803,14.96409,0.33333
Brazil,SP,Capão Bonito,3510203,4,9,8.48572,19.09288,0.44444
Brazil,RS,Capão da Canoa,4304630,0,7,0.00000,13.19535,0.00000
Brazil,RS,Capão do Leão,4304663,0,1,0.00000,3.94415,0.00000
Brazil,RR,Caracaraí,1400209,0,7,0.00000,31.92557,0.00000
Brazil,PI,Caracol,2202505,0,1,0.00000,9.16086,0.00000
Brazil,SP,Caraguatatuba,3510500,4,65,3.29131,53.48386,0.06154
Brazil,MG,Carandaí,3113206,0,1,0.00000,3.92141,0.00000
Brazil,MG,Carangola,3113305,0,6,0.00000,18.18182,0.00000
Brazil,RJ,Carapebus,3300936,0,6,0.00000,36.80756,0.00000
Brazil,SP,Carapicuíba,3510609,21,399,5.23786,99.51936,0.05263
Brazil,MG,Caratinga,3113404,0,7,0.00000,7.60357,0.00000
Brazil,AM,Carauari,1301001,1,122,3.53432,431.18682,0.00820
Brazil,RS,Carazinho,4304705,0,18,0.00000,28.98084,0.00000
Brazil,RN,Caraúbas,2402303,0,6,0.00000,29.27829,0.00000
Brazil,RJ,Cardoso Moreira,3301157,0,1,0.00000,7.79849,0.00000
Brazil,AM,Careiro da Várzea,1301159,0,26,0.00000,86.02151,0.00000
Brazil,AM,Careiro,1301100,5,193,13.20341,509.65169,0.02591
Brazil,ES,Cariacica,3201308,20,595,5.24542,156.05125,0.03361
Brazil,CE,Caridade,2303006,2,9,8.87036,39.91662,0.22222
Brazil,SE,Carira,2801405,0,2,0.00000,9.05715,0.00000
Brazil,TO,Cariri do Tocantins,1703867,0,18,0.00000,410.77134,0.00000
Brazil,CE,Caririaçu,2303204,1,5,3.70851,18.54256,0.20000
Brazil,CE,Cariré,2303105,0,12,0.00000,65.04770,0.00000
Brazil,CE,Cariús,2303303,1,2,5.34788,10.69576,0.50000
Brazil,RS,Carlos Barbosa,4304804,1,34,3.35199,113.96775,0.02941
Brazil,MG,Carlos Chagas,3113701,0,1,0.00000,5.30870,0.00000
Brazil,PR,Carlópolis,4104709,0,0,0.00000,0.00000,0.00000
Brazil,MG,Carmo da Cachoeira,3113909,0,1,0.00000,8.21693,0.00000
Brazil,MG,Carmo da Mata,3114006,0,1,0.00000,8.71384,0.00000
Brazil,MG,Carmo do Cajuru,3114204,1,5,4.44879,22.24397,0.20000
Brazil,GO,Carmo do Rio Verde,5205000,0,3,0.00000,29.75600,0.00000
Brazil,RJ,Carmo,3301207,0,4,0.00000,21.16962,0.00000
Brazil,MG,Carmópolis de Minas,3114501,0,4,0.00000,20.66649,0.00000
Brazil,SE,Carmópolis,2801504,0,2,0.00000,12.02357,0.00000
Brazil,RN,Carnaubais,2402501,0,1,0.00000,9.29454,0.00000
Brazil,CE,Carnaubal,2303402,0,7,0.00000,39.75917,0.00000
Brazil,PE,Carnaubeira da Penha,2603926,0,1,0.00000,7.73276,0.00000
Brazil,PE,Carnaíba,2603900,2,3,10.22966,15.34448,0.66667
Brazil,RN,Carnaúba dos Dantas,2402402,1,1,12.22494,12.22494,1.00000
Brazil,RR,Caroebe,1400233,0,16,0.00000,157.34094,0.00000
Brazil,PE,Carpina,2604007,4,29,4.78234,34.67199,0.13793
Brazil,PE,Caruaru,2604106,8,64,2.21534,17.72274,0.12500
Brazil,MA,Carutapera,2102903,3,10,12.60134,42.00445,0.30000
Brazil,CE,Cascavel,2303501,5,73,6.96932,101.75209,0.06849
Brazil,PR,Cascavel,4104808,4,91,1.21783,27.70555,0.04396
Brazil,RS,Caseiros,4304952,0,1,0.00000,31.23048,0.00000
Brazil,RJ,Casimiro de Abreu,3301306,2,30,4.52653,67.89788,0.06667
Brazil,PB,Casserengue,2504157,0,1,0.00000,13.39047,0.00000
Brazil,PA,Castanhal,1502400,23,202,11.45458,100.60112,0.11386
Brazil,PI,Castelo do Piauí,2202604,0,4,0.00000,20.28809,0.00000
Brazil,ES,Castelo,3201407,1,10,2.66425,26.64251,0.10000
Brazil,SP,Castilho,3511003,0,3,0.00000,14.28163,0.00000
Brazil,BA,Castro Alves,2907301,0,9,0.00000,34.26744,0.00000
Brazil,PR,Castro,4104907,0,3,0.00000,4.19674,0.00000
Brazil,MG,Cataguases,3115300,1,6,1.33115,7.98690,0.16667
Brazil,GO,Catalão,5205109,0,2,0.00000,1.83785,0.00000
Brazil,SP,Catanduva,3511102,3,31,2.46180,25.43861,0.09677
Brazil,SC,Catanduvas,4204004,0,8,0.00000,73.65804,0.00000
Brazil,CE,Catarina,2303600,0,2,0.00000,9.66277,0.00000
Brazil,PE,Catende,2604205,2,9,4.66287,20.98293,0.22222
Brazil,PB,Catingueira,2504207,0,1,0.00000,20.27575,0.00000
Brazil,BA,Catu,2907509,1,5,1.82802,9.14010,0.20000
Brazil,MG,Catuji,3115458,0,3,0.00000,47.53605,0.00000
Brazil,CE,Catunda,2303659,0,1,0.00000,9.66931,0.00000
Brazil,GO,Caturaí,5205208,0,1,0.00000,19.72387,0.00000
Brazil,CE,Caucaia,2303709,31,672,8.57775,185.94355,0.04613
Brazil,SC,Caxambu do Sul,4204103,0,3,0.00000,82.37232,0.00000
Brazil,RS,Caxias do Sul,4305108,1,65,0.19573,12.72250,0.01538
Brazil,MA,Caxias,2103000,0,47,0.00000,28.50558,0.00000
Brazil,SC,Caçador,4203006,1,12,1.27235,15.26815,0.08333
Brazil,RS,Caçapava do Sul,4302808,0,1,0.00000,2.97407,0.00000
Brazil,SP,Caçapava,3508504,1,12,1.06086,12.73034,0.08333
Brazil,RN,Ceará-Mirim,2402600,2,15,2.72120,20.40900,0.13333
Brazil,MA,Cedral,2103109,0,1,0.00000,9.36768,0.00000
Brazil,SP,Cedral,3511300,0,1,0.00000,10.82603,0.00000
Brazil,SE,Cedro de São João,2801603,0,6,0.00000,101.74665,0.00000
Brazil,CE,Cedro,2303808,0,2,0.00000,7.82564,0.00000
Brazil,PE,Cedro,2604304,0,1,0.00000,8.46955,0.00000
Brazil,MG,Centralina,3115805,1,1,9.66184,9.66184,1.00000
Brazil,MA,Centro Novo do Maranhão,2103174,1,4,4.62492,18.49968,0.25000
Brazil,MA,Centro do Guilherme,2103158,0,2,0.00000,14.86105,0.00000
Brazil,GO,Ceres,5205406,0,4,0.00000,18.02533,0.00000
Brazil,SP,Cerqueira César,3511409,0,1,0.00000,5.00375,0.00000
Brazil,RN,Cerro Corá,2402709,1,1,8.94534,8.94534,1.00000
Brazil,RS,Cerro Grande do Sul,4305173,1,1,8.17060,8.17060,1.00000
Brazil,MT,Chapada dos Guimarães,5103007,0,4,0.00000,20.25111,0.00000
Brazil,RS,Chapada,4305306,0,2,0.00000,21.57730,0.00000
Brazil,MA,Chapadinha,2103208,0,177,0.00000,222.15249,0.00000
Brazil,MS,Chapadão do Sul,5002951,0,9,0.00000,35.68879,0.00000
Brazil,SC,Chapecó,4204202,0,298,0.00000,135.22896,0.00000
Brazil,SP,Charqueada,3511706,1,10,5.81734,58.17336,0.10000
Brazil,RS,Charqueadas,4305355,0,2,0.00000,4.90328,0.00000
Brazil,CE,Chaval,2303907,0,1,0.00000,7.65169,0.00000
Brazil,SP,Chavantes,3557204,0,1,0.00000,8.05283,0.00000
Brazil,PA,Chaves,1502509,0,3,0.00000,12.64915,0.00000
Brazil,PR,Chopinzinho,4105409,0,1,0.00000,5.19373,0.00000
Brazil,CE,Chorozinho,2303956,1,29,4.93486,143.11094,0.03448
Brazil,CE,Choró,2303931,0,9,0.00000,66.56312,0.00000
Brazil,PE,Chã Grande,2604502,3,33,13.82616,152.08775,0.09091
Brazil,PE,Chã de Alegria,2604403,1,25,7.39754,184.93860,0.04000
Brazil,PR,Cianorte,4105508,1,24,1.21036,29.04866,0.04167
Brazil,GO,Cidade Ocidental,5205497,0,7,0.00000,9.80722,0.00000
Brazil,MA,Cidelândia,2103257,0,5,0.00000,34.02055,0.00000
Brazil,RS,Cidreira,4305454,1,2,6.15233,12.30466,0.50000
Brazil,RS,Ciríaco,4305504,0,1,0.00000,21.06594,0.00000
Brazil,MG,Cláudio,3116605,0,1,0.00000,3.49443,0.00000
Brazil,BA,Coaraci,2908002,1,20,5.88478,117.69552,0.05000
Brazil,AM,Coari,1301209,33,281,38.77928,330.21141,0.11744
Brazil,PI,Cocal de Telha,2202711,0,1,0.00000,20.44572,0.00000
Brazil,SC,Cocal do Sul,4204251,1,3,5.99377,17.98130,0.33333
Brazil,PI,Cocal dos Alves,2202729,0,1,0.00000,16.25223,0.00000
Brazil,PI,Cocal,2202703,1,1,3.59881,3.59881,1.00000
Brazil,AM,Codajás,1301308,1,7,3.49199,24.44390,0.14286
Brazil,MA,Codó,2103307,0,110,0.00000,89.53353,0.00000
Brazil,MA,Coelho Neto,2103406,0,38,0.00000,76.86862,0.00000
Brazil,AL,Coité do Nóia,2702009,0,1,0.00000,9.35191,0.00000
Brazil,PI,Coivaras,2202737,0,2,0.00000,49.75124,0.00000
Brazil,PA,Colares,1502608,1,5,8.27472,41.37360,0.20000
Brazil,ES,Colatina,3201506,0,44,0.00000,35.91866,0.00000
Brazil,SP,Colina,3512001,0,2,0.00000,10.82954,0.00000
Brazil,TO,Colinas do Tocantins,1705508,0,9,0.00000,25.40650,0.00000
Brazil,MA,Colinas,2103505,0,20,0.00000,48.56962,0.00000
Brazil,RS,Colinas,4305587,0,8,0.00000,328.13782,0.00000
Brazil,PR,Colombo,4105805,0,21,0.00000,8.61623,0.00000
Brazil,PR,Colorado,4105904,0,1,0.00000,4.16458,0.00000
Brazil,AL,Colônia Leopoldina,2702108,0,1,0.00000,4.60872,0.00000
Brazil,PI,Colônia do Gurguéia,2202752,1,2,15.42258,30.84516,0.50000
