country,state,city,ibgeID,deaths,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases
Brazil,PI,Colônia do Piauí,2202778,0,1,0.00000,13.06165,0.00000
Brazil,MG,Comercinho,3117009,0,1,0.00000,14.43210,0.00000
Brazil,ES,Conceição da Barra,3201605,0,1,0.00000,3.21926,0.00000
Brazil,MG,Conceição das Alagoas,3117306,0,2,0.00000,7.17026,0.00000
Brazil,RJ,Conceição de Macabu,3301405,0,4,0.00000,17.22060,0.00000
Brazil,PA,Conceição do Araguaia,1502707,0,22,0.00000,45.96356,0.00000
Brazil,ES,Conceição do Castelo,3201704,0,3,0.00000,23.57934,0.00000
Brazil,BA,Conceição do Coité,2908408,0,5,0.00000,7.50616,0.00000
Brazil,BA,Conceição do Jacuípe,2908507,0,2,0.00000,6.03264,0.00000
Brazil,MA,Conceição do Lago-Açu,2103554,1,13,6.15877,80.06405,0.07692
Brazil,SP,Conchal,3512209,0,2,0.00000,7.13012,0.00000
Brazil,SP,Conchas,3512308,1,1,5.58784,5.58784,1.00000
Brazil,PA,Concórdia do Pará,1502756,0,34,0.00000,102.04694,0.00000
Brazil,SC,Concórdia,4204301,3,132,4.01924,176.84651,0.02273
Brazil,PB,Condado,2504504,0,11,0.00000,165.31410,0.00000
Brazil,PE,Condado,2604601,1,18,3.78487,68.12763,0.05556
Brazil,BA,Conde,2908606,0,1,0.00000,3.87042,0.00000
Brazil,PB,Conde,2504603,1,20,4.05351,81.07013,0.05000
Brazil,MT,Confresa,5103353,0,8,0.00000,25.86235,0.00000
Brazil,PB,Congo,2504702,1,2,20.89427,41.78855,0.50000
Brazil,MG,Congonhal,3117900,0,1,0.00000,8.36820,0.00000
Brazil,MT,Conquista D'Oeste,5103361,0,1,0.00000,24.76474,0.00000
Brazil,MG,Conselheiro Lafaiete,3118304,0,19,0.00000,14.77576,0.00000
Brazil,MG,Contagem,3118601,3,73,0.45191,10.99638,0.04110
Brazil,PR,Contenda,4106209,0,2,0.00000,10.76195,0.00000
Brazil,AL,Coqueiro Seco,2702207,0,1,0.00000,17.10864,0.00000
Brazil,BA,Coração de Maria,2908903,0,2,0.00000,8.84760,0.00000
Brazil,RJ,Cordeiro,3301504,0,4,0.00000,18.24318,0.00000
Brazil,SP,Cordeirópolis,3512407,0,13,0.00000,53.00065,0.00000
Brazil,CE,Coreaú,2304004,0,77,0.00000,332.81466,0.00000
Brazil,PB,Coremas,2504801,0,4,0.00000,25.89835,0.00000
Brazil,PR,Cornélio Procópio,4106407,0,1,0.00000,2.09008,0.00000
Brazil,SP,Coroados,3512506,0,2,0.00000,33.01420,0.00000
Brazil,MA,Coroatá,2103604,0,37,0.00000,56.66503,0.00000
Brazil,MG,Coromandel,3119302,0,7,0.00000,25.02324,0.00000
Brazil,RS,Coronel Bicaco,4305900,0,1,0.00000,13.65188,0.00000
Brazil,MG,Coronel Fabriciano,3119401,0,6,0.00000,5.46175,0.00000
Brazil,SC,Coronel Freitas,4204400,0,1,0.00000,10.01904,0.00000
Brazil,RN,Coronel João Pessoa,2402907,0,1,0.00000,20.35831,0.00000
Brazil,PI,Corrente,2202901,0,0,0.00000,0.00000,0.00000
Brazil,PE,Correntes,2604700,1,2,5.49239,10.98479,0.50000
Brazil,PE,Cortês,2604809,1,5,7.95039,39.75195,0.20000
Brazil,GO,Corumbaíba,5205901,0,1,0.00000,10.28489,0.00000
Brazil,GO,Corumbá de Goiás,5205802,0,0,0.00000,0.00000,0.00000
Brazil,MS,Corumbá,5003207,0,5,0.00000,4.48692,0.00000
Brazil,AL,Coruripe,2702306,1,23,1.75645,40.39836,0.04348
Brazil,SP,Cosmorama,3512902,0,2,0.00000,27.37101,0.00000
Brazil,SP,Cosmópolis,3512803,0,6,0.00000,8.30427,0.00000
Brazil,SP,Cotia,3513009,22,261,8.82790,104.73095,0.08429
Brazil,MT,Cotriguaçu,5103379,0,1,0.00000,5.06329,0.00000
Brazil,TO,Couto Magalhães,1706001,0,8,0.00000,143.16392,0.00000
Brazil,MG,Couto de Magalhães de Minas,3120102,0,1,0.00000,22.67574,0.00000
Brazil,RS,Coxilha,4305975,0,1,0.00000,36.28447,0.00000
Brazil,MS,Coxim,5003306,0,3,0.00000,8.94374,0.00000
Brazil,PB,Coxixola,2504850,0,3,0.00000,156.16866,0.00000
Brazil,CE,Crateús,2304103,2,30,2.66404,39.96057,0.06667
Brazil,CE,Crato,2304202,0,17,0.00000,12.86680,0.00000
Brazil,SP,Cravinhos,3513108,1,10,2.83350,28.33503,0.10000
Brazil,BA,Cravolândia,2909505,0,2,0.00000,37.39017,0.00000
Brazil,AL,Craíbas,2702355,0,1,0.00000,4.12899,0.00000
Brazil,SC,Criciúma,4204608,4,209,1.85886,97.12528,0.01914
Brazil,GO,Cristalina,5206206,1,2,1.69500,3.39000,0.50000
Brazil,TO,Cristalândia,1706100,0,0,0.00000,0.00000,0.00000
Brazil,SE,Cristinápolis,2801702,0,5,0.00000,27.97359,0.00000
Brazil,CE,Croatá,2304236,0,1,0.00000,5.53618,0.00000
Brazil,RS,Cruz Alta,4306106,0,2,0.00000,3.31680,0.00000
Brazil,BA,Cruz das Almas,2909802,0,4,0.00000,6.32521,0.00000
Brazil,PB,Cruz do Espírito Santo,2504900,2,21,11.54801,121.25411,0.09524
Brazil,CE,Cruz,2304251,0,15,0.00000,60.41809,0.00000
Brazil,AC,Cruzeiro do Sul,1200203,0,46,0.00000,52.05033,0.00000
Brazil,PR,Cruzeiro do Sul,4106704,0,6,0.00000,134.25822,0.00000
Brazil,RS,Cruzeiro do Sul,4306205,2,11,16.19695,89.08325,0.18182
Brazil,SP,Cruzeiro,3513405,2,10,2.43197,12.15983,0.20000
Brazil,SP,Cubatão,3513504,5,91,3.82541,69.62243,0.05495
Brazil,MT,Cuiabá,5103403,2,185,0.32651,30.20176,0.01081
Brazil,PB,Cuitegi,2505204,0,4,0.00000,58.79759,0.00000
Brazil,RO,Cujubim,1100940,1,1,3.96589,3.96589,1.00000
Brazil,PE,Cumaru,2604908,0,7,0.00000,64.18485,0.00000
Brazil,SC,Cunha Porã,4204707,0,1,0.00000,9.02039,0.00000
Brazil,SP,Cunha,3513603,0,1,0.00000,4.64102,0.00000
Brazil,PE,Cupira,2605004,1,3,4.14817,12.44452,0.33333
Brazil,BA,Curaçá,2909901,0,12,0.00000,34.58213,0.00000
Brazil,PA,Curionópolis,1502772,2,7,11.15511,39.04289,0.28571
Brazil,PR,Curitiba,4106902,29,541,1.50018,27.98606,0.05360
Brazil,RN,Currais Novos,2403103,0,6,0.00000,13.39704,0.00000
Brazil,PI,Currais,2203230,0,0,0.00000,0.00000,0.00000
Brazil,PA,Curralinho,1502806,1,19,2.90293,55.15560,0.05263
Brazil,MA,Cururupu,2103703,1,9,3.05857,27.52714,0.11111
Brazil,PA,Curuá,1502855,0,1,0.00000,6.94782,0.00000
Brazil,PA,Curuçá,1502905,3,35,7.48765,87.35586,0.08571
Brazil,MG,Curvelo,3120904,0,8,0.00000,9.98390,0.00000
Brazil,MT,Curvelândia,5103437,0,3,0.00000,57.48228,0.00000
Brazil,PE,Custódia,2605103,2,16,5.38924,43.11390,0.12500
Brazil,AP,Cutias,1600212,0,21,0.00000,350.99448,0.00000
Brazil,MT,Cáceres,5102504,1,13,1.05959,13.77469,0.07692
Brazil,MA,Cândido Mendes,2102606,0,12,0.00000,59.47071,0.00000
Brazil,SP,Cândido Mota,3510005,0,2,0.00000,6.39386,0.00000
Brazil,PR,Céu Azul,4105300,0,5,0.00000,42.49894,0.00000
Brazil,GO,Córrego do Ouro,5205703,0,0,0.00000,0.00000,0.00000
Brazil,TO,Darcinópolis,1706506,0,5,0.00000,82.00754,0.00000
Brazil,MA,Davinópolis,2103752,1,5,7.74713,38.73567,0.20000
Brazil,AL,Delmiro Gouveia,2702405,1,1,1.92249,1.92249,1.00000
Brazil,PI,Demerval Lobão,2203305,0,6,0.00000,43.42477,0.00000
Brazil,CE,Deputado Irapuan Pinheiro,2304269,0,4,0.00000,41.55844,0.00000
Brazil,RS,Derrubadas,4306320,0,1,0.00000,35.65062,0.00000
Brazil,SP,Diadema,3513801,33,449,7.78515,105.92521,0.07350
Brazil,TO,Dianópolis,1707009,0,1,0.00000,4.51692,0.00000
Brazil,BA,Dias d'Ávila,2910057,0,11,0.00000,13.56534,0.00000
Brazil,MG,Diogo de Vasconcelos,3121704,0,0,0.00000,0.00000,0.00000
Brazil,MG,Dionísio,3121803,0,5,0.00000,64.69142,0.00000
Brazil,SE,Divina Pastora,2802007,0,2,0.00000,38.92565,0.00000
Brazil,ES,Divino de São Lourenço,3201803,0,1,0.00000,23.23420,0.00000
Brazil,MG,Divino,3122009,0,1,0.00000,5.01731,0.00000
Brazil,SP,Divinolândia,3513900,0,1,0.00000,8.97183,0.00000
Brazil,MG,Divinésia,3121902,0,1,0.00000,29.26544,0.00000
Brazil,MG,Divinópolis,3122306,1,108,0.41976,45.33434,0.00926
Brazil,MG,Divisa Nova,3122405,0,1,0.00000,16.63617,0.00000
Brazil,SP,Dobrada,3514007,0,3,0.00000,33.59839,0.00000
Brazil,SP,Dois Córregos,3514106,0,1,0.00000,3.66099,0.00000
Brazil,RS,Dois Irmãos,4306403,0,3,0.00000,9.18246,0.00000
Brazil,PR,Dois Vizinhos,4107207,0,1,0.00000,2.46057,0.00000
Brazil,PA,Dom Eliseu,1502939,1,13,1.67451,21.76862,0.07692
Brazil,RS,Dom Feliciano,4306502,0,1,0.00000,6.48761,0.00000
Brazil,RS,Dom Pedrito,4306601,1,2,2.60004,5.20007,0.50000
Brazil,MA,Dom Pedro,2103802,0,3,0.00000,12.84797,0.00000
Brazil,ES,Domingos Martins,3201902,0,38,0.00000,112.25997,0.00000
Brazil,ES,Dores do Rio Preto,3202009,0,0,0.00000,0.00000,0.00000
Brazil,MS,Dourados,5003702,1,17,0.44853,7.62506,0.05882
Brazil,RS,Doutor Maurício Cardoso,4306734,1,1,21.98285,21.98285,1.00000
Brazil,RS,Doutor Ricardo,4306759,0,1,0.00000,50.42864,0.00000
Brazil,SP,Dracena,3514403,2,17,4.27414,36.33022,0.11765
Brazil,SP,Duartina,3514502,0,1,0.00000,8.03536,0.00000
Brazil,TO,Dueré,1707306,0,3,0.00000,64.02049,0.00000
Brazil,SP,Dumont,3514601,0,1,0.00000,10.13377,0.00000
Brazil,MA,Duque Bacelar,2103901,0,1,0.00000,8.81135,0.00000
Brazil,RJ,Duque de Caxias,3301702,105,702,11.41806,76.33787,0.14957
Brazil,BA,Dário Meira,2910008,0,2,0.00000,18.67414,0.00000
Brazil,ES,Ecoporanga,3202108,1,1,4.36243,4.36243,1.00000
Brazil,GO,Edéia,5207402,0,0,0.00000,0.00000,0.00000
Brazil,AM,Eirunepé,1301407,0,13,0.00000,36.85539,0.00000
Brazil,PA,Eldorado do Carajás,1502954,0,1,0.00000,2.95788,0.00000
Brazil,RS,Eldorado do Sul,4306767,1,3,2.42219,7.26656,0.33333
Brazil,SP,Eldorado,3514809,1,3,6.45411,19.36233,0.33333
Brazil,PI,Elesbão Veloso,2203503,0,4,0.00000,27.39351,0.00000
Brazil,SP,Elias Fausto,3514908,0,1,0.00000,5.62683,0.00000
Brazil,MG,Elói Mendes,3123601,0,3,0.00000,10.68528,0.00000
Brazil,SP,Embu das Artes,3515004,23,232,8.40256,84.75629,0.09914
Brazil,SP,Embu-Guaçu,3515103,5,48,7.20617,69.17922,0.10417
Brazil,RS,Encantado,4306809,0,21,0.00000,92.48657,0.00000
Brazil,RN,Encanto,2403301,2,11,35.47357,195.10465,0.18182
Brazil,RS,Encruzilhada do Sul,4306908,1,3,3.86444,11.59331,0.33333
Brazil,SP,Engenheiro Coelho,3515152,0,8,0.00000,38.51153,0.00000
Brazil,RJ,Engenheiro Paulo de Frontin,3301801,0,3,0.00000,21.42551,0.00000
Brazil,AC,Epitaciolândia,1200252,0,2,0.00000,10.86307,0.00000
Brazil,RS,Erechim,4307005,1,15,0.94463,14.16939,0.06667
Brazil,CE,Ererê,2304277,0,5,0.00000,69.46374,0.00000
Brazil,RS,Ernestina,4307054,0,2,0.00000,63.13131,0.00000
Brazil,PE,Escada,2605202,2,25,2.90381,36.29764,0.08000
Brazil,MG,Esmeraldas,3124104,0,4,0.00000,5.66958,0.00000
Brazil,MG,Espera Feliz,3124203,0,5,0.00000,20.03928,0.00000
Brazil,PI,Esperantina,2203701,0,33,0.00000,83.04603,0.00000
Brazil,MA,Esperantinópolis,2104008,1,1,5.80013,5.80013,1.00000
Brazil,PB,Esperança,2506004,0,4,0.00000,12.11864,0.00000
Brazil,RO,Espigão D'Oeste,1100098,0,3,0.00000,9.26670,0.00000
Brazil,MG,Espinosa,3124302,1,1,3.16286,3.16286,1.00000
Brazil,RS,Espumoso,4307500,0,8,0.00000,51.32153,0.00000
Brazil,MG,Espírito Santo do Dourado,3124401,0,1,0.00000,21.31287,0.00000
Brazil,SP,Espírito Santo do Pinhal,3515186,0,1,0.00000,2.25581,0.00000
Brazil,RS,Estação,4307559,0,3,0.00000,50.35247,0.00000
Brazil,RS,Esteio,4307708,0,13,0.00000,15.62462,0.00000
Brazil,SP,Estiva Gerbi,3557303,0,1,0.00000,8.84643,0.00000
Brazil,MG,Estiva,3124500,0,4,0.00000,35.22987,0.00000
Brazil,MA,Estreito,2104057,0,24,0.00000,57.21642,0.00000
Brazil,MG,Estrela Dalva,3124609,0,1,0.00000,42.68032,0.00000
Brazil,SP,Estrela d'Oeste,3515202,0,1,0.00000,11.87790,0.00000
Brazil,RS,Estrela,4307807,1,35,2.93118,102.59116,0.02857
Brazil,RS,Estância Velha,4307609,0,5,0.00000,9.99560,0.00000
Brazil,SE,Estância,2802106,0,61,0.00000,88.17068,0.00000
Brazil,BA,Euclides da Cunha,2910701,0,1,0.00000,1.65057,0.00000
Brazil,RS,Eugênio de Castro,4307831,0,1,0.00000,41.73623,0.00000
Brazil,BA,Eunápolis,2910727,0,30,0.00000,26.45969,0.00000
Brazil,CE,Eusébio,2304285,7,234,13.05532,436.42061,0.02991
Brazil,MG,Extrema,3125101,3,46,8.28157,126.98413,0.06522
Brazil,RN,Extremoz,2403608,0,31,0.00000,108.45608,0.00000
Brazil,GO,Faina,5207535,0,1,0.00000,15.08978,0.00000
Brazil,MG,Faria Lemos,3125309,0,1,0.00000,30.85467,0.00000
Brazil,CE,Farias Brito,2304301,1,3,5.14139,15.42416,0.33333
Brazil,PA,Faro,1503002,0,1,0.00000,13.90047,0.00000
Brazil,RS,Farroupilha,4307906,4,29,5.53013,40.09346,0.13793
Brazil,PI,Fartura do Piauí,2203750,0,1,0.00000,18.84304,0.00000
Brazil,SP,Fartura,3515400,0,6,0.00000,37.41581,0.00000
Brazil,SC,Faxinal dos Guedes,4205308,0,8,0.00000,74.99766,0.00000
Brazil,PR,Faxinal,4107603,0,2,0.00000,11.59353,0.00000
Brazil,PR,Fazenda Rio Grande,4107652,3,25,2.99374,24.94786,0.12000
Brazil,RS,Fazenda Vilanova,4308078,0,1,0.00000,22.06045,0.00000
Brazil,AC,Feijó,1200302,0,1,0.00000,2.87522,0.00000
Brazil,PE,Feira Nova,2605400,1,10,4.51855,45.18549,0.10000
Brazil,BA,Feira de Santana,2910800,1,112,0.16264,18.21517,0.00893
Brazil,RN,Felipe Guerra,2403707,0,6,0.00000,100.25063,0.00000
Brazil,RS,Feliz,4308102,0,2,0.00000,14.76342,0.00000
Brazil,MA,Fernando Falcão,2104081,0,2,0.00000,19.30502,0.00000
Brazil,RN,Fernando Pedroza,2403756,0,1,0.00000,32.74394,0.00000
Brazil,PE,Fernando de Noronha,2605459,0,28,0.00000,914.73375,0.00000
Brazil,SP,Fernandópolis,3515509,0,13,0.00000,18.80896,0.00000
Brazil,SP,Ferraz de Vasconcelos,3515707,15,157,7.72097,80.81286,0.09554
Brazil,AP,Ferreira Gomes,1600238,1,4,12.85347,51.41388,0.25000
Brazil,PE,Ferreiros,2605509,2,10,16.49757,82.48783,0.20000
Brazil,MG,Ferros,3125903,0,5,0.00000,50.91650,0.00000
Brazil,MG,Fervedouro,3125952,0,1,0.00000,9.08595,0.00000
Brazil,TO,Figueirópolis,1707652,0,2,0.00000,38.00114,0.00000
Brazil,TO,Filadélfia,1707702,0,0,0.00000,0.00000,0.00000
Brazil,AL,Flexeiras,2702801,0,1,0.00000,7.81861,0.00000
Brazil,RS,Flores da Cunha,4308201,0,1,0.00000,3.25256,0.00000
Brazil,PE,Flores,2605608,0,0,0.00000,0.00000,0.00000
Brazil,BA,Floresta Azul,2911006,0,2,0.00000,18.81645,0.00000
Brazil,PE,Floresta,2605707,2,4,6.08402,12.16804,0.50000
Brazil,PR,Floresta,4107900,0,2,0.00000,29.52465,0.00000
Brazil,RS,Floriano Peixoto,4308250,0,3,0.00000,169.87542,0.00000
Brazil,PI,Floriano,2203909,0,17,0.00000,28.36406,0.00000
Brazil,SC,Florianópolis,4205407,6,386,1.19767,77.05006,0.01554
Brazil,SP,Flórida Paulista,3516002,0,1,0.00000,6.83060,0.00000
Brazil,AM,Fonte Boa,1301605,2,31,11.35783,176.04634,0.06452
Brazil,MG,Formiga,3126109,0,6,0.00000,8.86486,0.00000
Brazil,GO,Formosa,5208004,0,6,0.00000,4.93352,0.00000
Brazil,TO,Formoso do Araguaia,1708205,0,3,0.00000,16.26898,0.00000
Brazil,CE,Forquilha,2304350,0,4,0.00000,16.51664,0.00000
Brazil,SC,Forquilhinha,4205456,0,4,0.00000,14.92927,0.00000
Brazil,MA,Fortaleza dos Nogueiras,2104107,0,2,0.00000,15.83406,0.00000
Brazil,CE,Fortaleza,2304400,840,11556,31.46843,432.91568,0.07269
Brazil,CE,Fortim,2304459,0,5,0.00000,30.33981,0.00000
Brazil,PR,Foz do Iguaçu,4108304,2,60,0.77360,23.20796,0.03333
Brazil,SC,Fraiburgo,4205506,0,7,0.00000,19.20808,0.00000
Brazil,SP,Franca,3516200,1,25,0.28314,7.07840,0.04000
Brazil,PI,Francinópolis,2204006,0,3,0.00000,56.09574,0.00000
Brazil,PI,Francisco Ayres,2204105,0,1,0.00000,22.99908,0.00000
Brazil,PR,Francisco Beltrão,4108403,0,9,0.00000,9.88001,0.00000
Brazil,SP,Francisco Morato,3516309,13,128,7.39292,72.79179,0.10156
Brazil,PI,Francisco Santos,2204204,0,1,0.00000,10.73077,0.00000
Brazil,SP,Franco da Rocha,3516408,17,184,11.00402,119.10233,0.09239
Brazil,CE,Frecheirinha,2304509,0,8,0.00000,56.85048,0.00000
Brazil,RS,Frederico Westphalen,4308508,0,1,0.00000,3.19356,0.00000
Brazil,PE,Frei Miguelinho,2605806,3,16,19.40868,103.51297,0.18750
Brazil,SE,Frei Paulo,2802304,1,2,6.48466,12.96933,0.50000
Brazil,MG,Fronteira,3127008,0,1,0.00000,5.52395,0.00000
Brazil,PI,Fronteiras,2204303,0,3,0.00000,25.80645,0.00000
Brazil,MG,Frutal,3127107,0,5,0.00000,8.40393,0.00000
Brazil,ES,Fundão,3202207,5,45,23.24608,209.21475,0.11111
Brazil,TO,Fátima,1707553,0,1,0.00000,26.07562,0.00000
Brazil,PB,Gado Bravo,2506251,0,1,0.00000,12.02501,0.00000
Brazil,PE,Gameleira,2605905,2,4,6.44081,12.88162,0.50000
Brazil,BA,Gandu,2911204,1,3,3.08613,9.25840,0.33333
Brazil,PE,Garanhuns,2606002,4,24,2.86148,17.16886,0.16667
Brazil,SE,Gararu,2802403,1,1,8.61772,8.61772,1.00000
Brazil,RS,Garibaldi,4308607,3,34,8.55432,96.94896,0.08824
Brazil,SC,Garopaba,4205704,0,2,0.00000,8.66626,0.00000
Brazil,PA,Garrafão do Norte,1503077,0,18,0.00000,69.05547,0.00000
Brazil,SC,Garuva,4205803,0,1,0.00000,5.51116,0.00000
Brazil,SP,Garça,3516705,0,6,0.00000,13.51656,0.00000
Brazil,SC,Gaspar,4205902,1,28,1.43598,40.20736,0.03571
Brazil,SP,Gastão Vidigal,3516804,0,2,0.00000,41.59734,0.00000
Brazil,PR,General Carneiro,4108502,0,1,0.00000,7.29395,0.00000
Brazil,RS,General Câmara,4308805,0,2,0.00000,23.85212,0.00000
Brazil,CE,General Sampaio,2304608,1,6,13.12680,78.76083,0.16667
Brazil,SP,Getulina,3517000,0,1,0.00000,8.76501,0.00000
Brazil,RS,Getúlio Vargas,4308904,0,4,0.00000,24.67308,0.00000
Brazil,RS,Glorinha,4309050,0,1,0.00000,12.34873,0.00000
Brazil,PE,Glória do Goitá,2606101,9,23,29.40792,75.15357,0.39130
Brazil,PE,Goiana,2606200,9,66,11.28413,82.75032,0.13636
Brazil,GO,Goiandira,5208509,1,3,17.85714,53.57143,0.33333
Brazil,RN,Goianinha,2404200,0,2,0.00000,7.59648,0.00000
Brazil,GO,Goianira,5208806,0,3,0.00000,6.77369,0.00000
Brazil,MG,Goianá,3127388,0,2,0.00000,50.42864,0.00000
Brazil,PA,Goianésia do Pará,1503093,0,10,0.00000,24.70661,0.00000
Brazil,GO,Goianésia,5208608,3,27,4.28058,38.52520,0.11111
Brazil,TO,Goiatins,1709005,0,1,0.00000,7.68108,0.00000
Brazil,GO,Goiatuba,5209101,0,7,0.00000,20.53087,0.00000
Brazil,PR,Goioerê,4108601,0,5,0.00000,17.31062,0.00000
Brazil,GO,Goiânia,5208707,23,550,1.51704,36.27698,0.04182
Brazil,BA,Gongogi,2911501,2,5,28.05836,70.14590,0.40000
Brazil,SC,Governador Celso Ramos,4206009,0,21,0.00000,145.11782,0.00000
Brazil,MA,Governador Edison Lobão,2104552,0,7,0.00000,38.25973,0.00000
Brazil,RO,Governador Jorge Teixeira,1101005,0,4,0.00000,51.49994,0.00000
Brazil,ES,Governador Lindenberg,3202256,0,0,0.00000,0.00000,0.00000
Brazil,BA,Governador Mangabeira,2911600,0,1,0.00000,4.82579,0.00000
Brazil,MA,Governador Newton Bello,2104651,0,1,0.00000,9.82318,0.00000
Brazil,MA,Governador Nunes Freire,2104677,0,2,0.00000,7.81953,0.00000
Brazil,MG,Governador Valadares,3127701,3,37,1.07187,13.21972,0.08108
Brazil,SE,Graccho Cardoso,2802601,0,1,0.00000,17.18804,0.00000
Brazil,MA,Grajaú,2104800,0,5,0.00000,7.19145,0.00000
Brazil,PE,Granito,2606309,0,1,0.00000,13.35827,0.00000
Brazil,CE,Granja,2304707,0,12,0.00000,21.91861,0.00000
Brazil,SC,Gravatal,4206207,1,22,8.69490,191.28771,0.04545
Brazil,RS,Gravataí,4309209,1,25,0.35522,8.88040,0.04000
Brazil,PE,Gravatá,2606408,2,20,2.37886,23.78857,0.10000
Brazil,CE,Graça,2304657,0,10,0.00000,69.44927,0.00000
Brazil,CE,Groaíras,2304905,0,17,0.00000,153.59595,0.00000
Brazil,RN,Grossos,2404408,1,3,9.63113,28.89338,0.33333
Brazil,SC,Grão Pará,4206108,0,1,0.00000,15.22302,0.00000
Brazil,RS,Guabiju,4309258,0,0,0.00000,0.00000,0.00000
Brazil,SC,Guabiruba,4206306,0,5,0.00000,20.98019,0.00000
Brazil,PR,Guairaçá,4108908,1,5,15.19526,75.97630,0.20000
Brazil,SP,Guaiçara,3517208,0,2,0.00000,16.43655,0.00000
Brazil,CE,Guaiúba,2304954,1,28,3.83671,107.42787,0.03571
Brazil,RO,Guajará-Mirim,1100106,4,9,8.66288,19.49149,0.44444
Brazil,RN,Guamaré,2404507,0,10,0.00000,63.86104,0.00000
Brazil,BA,Guanambi,2911709,0,0,0.00000,0.00000,0.00000
Brazil,SP,Guapiaçu,3517505,0,3,0.00000,13.98341,0.00000
Brazil,RJ,Guapimirim,3301850,4,16,6.60971,26.43885,0.25000
Brazil,GO,Guapó,5209200,0,1,0.00000,7.03779,0.00000
Brazil,PB,Guarabira,2506301,0,73,0.00000,124.08002,0.00000
Brazil,PR,Guaraci,4109203,0,5,0.00000,90.87605,0.00000
Brazil,CE,Guaraciaba do Norte,2305001,0,6,0.00000,14.76305,0.00000
Brazil,CE,Guaramiranga,2305100,0,6,0.00000,115.54015,0.00000
Brazil,SC,Guaramirim,4206504,0,6,0.00000,13.38718,0.00000
Brazil,PR,Guaraniaçu,4109302,0,6,0.00000,48.10776,0.00000
Brazil,MG,Guaranésia,3128303,0,1,0.00000,5.25735,0.00000
Brazil,ES,Guarapari,3202405,3,67,2.40271,53.66053,0.04478
Brazil,PR,Guarapuava,4109401,0,15,0.00000,8.26428,0.00000
Brazil,PR,Guaraqueçaba,4109500,0,1,0.00000,13.09586,0.00000
Brazil,SP,Guararapes,3518206,0,11,0.00000,33.39506,0.00000
Brazil,SP,Guararema,3518305,1,20,3.35593,67.11860,0.05000
Brazil,BA,Guaratinga,2911808,0,1,0.00000,4.79777,0.00000
Brazil,SP,Guaratinguetá,3518404,0,5,0.00000,4.10516,0.00000
Brazil,PR,Guaratuba,4109609,0,4,0.00000,10.79127,0.00000
Brazil,SP,Guaraçaí,3517802,0,2,0.00000,24.02980,0.00000
Brazil,TO,Guaraí,1709302,0,11,0.00000,42.43336,0.00000
Brazil,SP,Guareí,3518503,0,2,0.00000,10.79914,0.00000
Brazil,SP,Guariba,3518602,0,6,0.00000,14.96073,0.00000
Brazil,SP,Guarujá,3518701,14,252,4.36873,78.63720,0.05556
Brazil,SP,Guarulhos,3518800,125,1075,9.06334,77.94475,0.11628
Brazil,SP,Guará,3517703,1,1,4.71254,4.71254,1.00000
Brazil,SC,Guatambú,4206652,0,6,0.00000,127.55102,0.00000
Brazil,MG,Guaxupé,3128709,0,3,0.00000,5.77845,0.00000
Brazil,ES,Guaçuí,3202306,0,15,0.00000,48.59559,0.00000
Brazil,RS,Guaíba,4309308,0,5,0.00000,5.09461,0.00000
Brazil,PR,Guaíra,4108809,3,14,9.05824,42.27181,0.21429
Brazil,SP,Guaíra,3517406,0,2,0.00000,4.90316,0.00000
Brazil,MS,Guia Lopes da Laguna,5004106,0,20,0.00000,202.12228,0.00000
Brazil,MG,Guimarânia,3128907,0,1,0.00000,12.43936,0.00000
Brazil,MA,Guimarães,2104909,0,1,0.00000,8.31255,0.00000
Brazil,PB,Gurinhém,2506400,0,4,0.00000,28.31057,0.00000
Brazil,TO,Gurupi,1709500,1,31,1.15411,35.77735,0.03226
Brazil,PA,Gurupá,1503101,0,5,0.00000,14.98082,0.00000
Brazil,SP,Guzolândia,3518909,0,1,0.00000,18.98614,0.00000
Brazil,SP,Gália,3516606,0,1,0.00000,15.27184,0.00000
Brazil,RS,Harmonia,4309555,0,5,0.00000,102.75380,0.00000
Brazil,SC,Herval d'Oeste,4206702,0,7,0.00000,30.96523,0.00000
Brazil,CE,Hidrolândia,2305209,0,6,0.00000,30.03304,0.00000
Brazil,GO,Hidrolândia,5209705,0,0,0.00000,0.00000,0.00000
Brazil,SP,Holambra,3519055,0,9,0.00000,60.28131,0.00000
Brazil,CE,Horizonte,2305233,3,125,4.45520,185.63346,0.02400
Brazil,RS,Horizontina,4309605,0,3,0.00000,15.52072,0.00000
Brazil,SP,Hortolândia,3519071,8,73,3.46544,31.62213,0.10959
Brazil,AM,Humaitá,1301704,0,6,0.00000,10.89325,0.00000
Brazil,MA,Humberto de Campos,2105005,0,10,0.00000,34.82258,0.00000
Brazil,SP,Iacanga,3519105,0,1,0.00000,8.53971,0.00000
Brazil,PR,Ibaiti,4109708,0,2,0.00000,6.37674,0.00000
Brazil,CE,Ibaretama,2305266,1,5,7.48895,37.44477,0.20000
Brazil,AL,Ibateguara,2703007,1,1,6.40369,6.40369,1.00000
Brazil,ES,Ibatiba,3202454,0,0,0.00000,0.00000,0.00000
Brazil,SP,Ibaté,3519303,0,5,0.00000,14.24339,0.00000
Brazil,PR,Ibema,4109757,0,11,0.00000,173.17380,0.00000
